;Œ—ÕŒ¬ÕŒ… Œ ¬≈ƒ;Œ—ÕŒ¬ÕŒ… Œ ¬≈ƒ_id
4250;43.22;548
4251;33.14;482
4252;25.61;323
4253;42.11;529
4254;47.19;726
4255;68.32.1;969
4256;43.21;547
4257;64.99;908
4258;46.75;712
4259;28.11.21;389
4260;33.12;480
4261;64.99;908
4262;68.20.2;957
4263;93.21;1158
4264;46.72.2;699
4265;46.12;585
4266;60.20;871
4267;35.30;502
4268;71.12.53;996
4269;01.47;25
4270;74.90;1025
4271;20.4;225
4272;30.12;443
4273;94.99;1170
4274;46.69.5;689
4275;62.01;880
4276;84.11.12;1068
4277;29.20;436
4278;71.12.64;1000
4279;25.40;320
4280;22.21;247
4281;86.21;1122
4282;46.33;621
4283;26.70;367
4284;64.99.1;909
4285;65.12;919
4286;05.10;51
4287;31.01;466
4288;63.11.1;888
4289;84.11.21;1071
4290;85.22;1109
4291;85.21;1108
4292;46.45;659
4293;63.99;892
4294;64.99;908
4295;46.69;684
4296;72.19;1012
4297;07.29.6;78
4299;52.21.22;830
4302;22.21;247
4303;85.23;1110
4304;52.23.11;840
4305;01.11.1;2
4306;72.19;1012
4307;09.10.1;90
4308;70.22;980
4309;25.11;310
4311;26.60.4;365
4312;28.25.1;406
4313;22.19;244
4314;64.19;896
4315;38.32.5;523
4316;42.11;529
4317;72.19;1012
4318;36.00.2;513
4319;64.20;897
4320;52.23.11;840
4321;01.41;18
4322;49.50.1;801
4323;30.20;445
4324;69.10;972
4325;30.20.32;449
4326;84.11.11;1067
4328;84.11.3;1074
4329;28.12;391
4330;92.1;1148
4331;28.14;395
4332;46.46;661
4333;27.90;383
4334;62.01;880
4335;25.61;323
4336;94.12;1164
4337;88.10;1131
4338;93.11;1153
4339;84.11.21;1071
4340;91.04;1143
4341;46.73.6;707
4342;72.19;1012
4343;68.20;956
4344;02.20;39
4345;20.60;236
4346;41.2;527
4347;52.24;842
4348;69.10;972
4350;24.51;306
4352;93.1;1152
4353;23.63;274
4354;05.10.11;53
4355;85.22;1109
4356;93.11;1153
4357;20.14.7;215
4360;46.14.9;593
4361;03.21.4;48
4362;71.12.1;985
4363;09.10.9;92
4364;46.34;625
4365;84.11.3;1074
4366;61.10;873
4367;01.11.1;2
4368;84.11.21;1071
4369;09.10;89
4370;71.12.2;989
4371;70.22;980
4372;47.71;761
4373;35.11.1;489
4374;52.21.1;826
4375;31.01;466
4376;69;971
4377;84.11.21;1071
4379;79.90;1050
4380;49.10;781
4381;20.16;219
4382;01.13.51;7
4383;84.11.12;1068
4384;94.12;1164
4385;43.91;554
4386;46.34;625
4387;70.10.2;978
4388;25.11;310
4389;85.14;1107
4390;01.47;25
4391;01.47;25
4392;85.22;1109
4393;85.22;1109
4394;72.19;1012
4395;46.71.2;695
4396;69.10;972
4397;46.63;681
4398;27.32;378
4399;26.11;337
4401;84.23.32;1097
4402;56.10;855
4403;93.19;1156
4404;84.11.21;1071
4406;93.29;1159
4407;46.90;720
4408;20.42;229
4409;52.21.22;830
4410;62.01;880
4411;46.43;652
4412;10.13;99
4413;43.21;547
4414;51.10.1;813
4415;05.10.2;59
4416;36.00.1;512
4417;64.19;896
4418;81.22;1055
4419;46.34;625
4420;94.99;1170
4421;64.99.11;910
4422;46.72;697
4423;64.91.2;901
4424;93.19;1156
4425;27.32;378
4426;28.92;424
4427;62.09;885
4428;01.41;18
4430;26.70;367
4431;64.92.1;903
4432;84.11.21;1071
4433;85.14;1107
4434;71.12.2;989
4435;62.09;885
4437;84.11.21;1071
4438;01.1;0
4439;84.11;1065
4440;77.35;1036
4442;46.69;684
4443;85.22;1109
4444;46.46.2;663
4445;21.20;239
4446;73.20.1;1022
4447;38.11;516
4448;72.19;1012
4449;52.10.3;821
4450;46.72.2;699
4451;46.90;720
4452;46.73;702
4453;47.73;765
4454;49.41;797
4455;45.1;562
4456;52.10;818
4457;42.21;532
4458;63.91;891
4459;52.21.24;832
4460;85.13;1106
4461;30.11;442
4462;84.30;1103
4463;18.13;202
4464;65.12;919
4465;68.20.2;957
4466;46.46.1;662
4467;25.11;310
4468;59.13;867
4469;70.10.1;977
4470;64.20;897
4471;52.24;842
4472;10.91.3;152
4473;43.39;553
4474;47.30;741
4475;27.90.9;384
4476;77.39.23;1041
4477;84.11.21;1071
4478;73.20;1021
4479;46.90;720
4482;55.10;851
4483;27.40;380
4484;35.22;499
4485;90.01;1134
4486;16.10.1;182
4487;93.19;1156
4488;72.19;1012
4489;29.10.5;435
4491;41.20;528
4492;41.20;528
4493;65.30;923
4494;68.3;959
4495;46.34;625
4496;94.20;1166
4497;46.33.3;624
4498;94.99;1170
4499;84.11.13;1069
4500;13.96;170
4501;46.37;635
4502;38.22;519
4503;47.52.7;751
4504;19.20;205
4505;84.11.1;1066
4506;66.12.1;931
4507;28.30.8;416
4508;58.14.1;864
4510;49.31.2;788
4511;30.20;445
4512;25.40;320
4513;50.20;807
4514;05.10.13;55
4515;52.10.3;821
4516;93.12;1154
4517;91.01;1140
4518;93.29;1159
4519;49.4;796
4520;46.71.2;695
4521;25.1;309
4523;25.11;310
4524;72.19;1012
4525;41.20;528
4526;10.91.3;152
4527;46.90;720
4530;64.20;897
4531;94.12;1164
4532;47.22;730
4533;85.22;1109
4534;46.69.5;689
4535;49.20;783
4536;46.46.1;662
4537;26.30.5;351
4538;56.10;855
4539;51.10.1;813
4540;71.12;984
4541;71.12.2;989
4542;72.1;1011
4543;70.10.2;978
4544;46.32;618
4545;42.91.4;538
4546;46.69.9;691
4547;43.12.3;543
4548;06.10;63
4549;71.12.2;989
4550;84.11.21;1071
4551;58.11.1;861
4552;09.10.1;90
4553;46.21;607
4554;46.38.1;637
4555;86.90.9;1127
4556;28.11.23;390
4557;58.11.1;861
4558;85.14;1107
4559;01.41;18
4560;08.12;83
4561;47.2;728
4562;68.20.2;957
4563;41.20;528
4564;25.40;320
4566;68.20.2;957
4568;35.14;496
4569;71.11.1;983
4570;10.13;99
4571;49.20;783
4573;46.61;677
4574;06.10.1;64
4575;85.22;1109
4576;35.11;488
4577;85.42.9;1119
4578;47.71;761
4580;10.51.2;121
4581;20.1;207
4582;19.20;205
4583;25.62;324
4584;01.11.1;2
4585;47.11;722
4586;72.19;1012
4587;85.42.9;1119
4588;77.12;1032
4589;55.90;853
4590;85.21;1108
4591;47.73;765
4592;09.10;89
4593;25.11;310
4594;66.30;945
4595;47.99;778
4596;85.21;1108
4597;23.6;270
4598;53.20;847
4599;84.11.21;1071
4600;10.62;129
4601;71.12;984
4603;46.4;646
4604;71.12;984
4605;84.11.7;1083
4606;46.3;613
4607;86.10;1121
4609;84.11.21;1071
4610;46.71;693
4611;73.11;1019
4612;24.33;296
4613;49.41;797
4614;72.19;1012
4615;43.3;550
4616;82.99;1063
4618;01.41;18
4619;72.19;1012
4620;28.11.23;390
4622;64.20;897
4623;05.10.1;52
4624;47.19;726
4625;46.46;661
4626;46.51;672
4627;46.90;720
4628;41.20;528
4629;06.10.1;64
4630;58.13;862
4631;88.10;1131
4632;52.10.3;821
4633;69.10;972
4634;61.10;873
4635;05.10.14;56
4636;68.20;956
4637;82.30;1060
4638;10.20;106
4639;84.11.21;1071
4640;85.22;1109
4641;84.11.12;1068
4642;68.32.1;969
4643;38.1;515
4644;01.47;25
4645;20.41.3;228
4646;01.5;30
4647;60.20;871
4648;29.32;439
4649;63.11.1;888
4650;75.00;1030
4651;85.22;1109
4652;85.22;1109
4653;64.20;897
4654;68.20.2;957
4655;20.4;225
4656;68.20.2;957
4657;72.20;1015
4658;10.52;124
4659;93.19;1156
4660;49.41;797
4661;73.20.1;1022
4662;46.71;693
4663;62.01;880
4664;21.20;239
4665;64.19;896
4666;72.19;1012
4667;52.10;818
4668;71.12.43;993
4669;52.10.21;819
4670;46.72;697
4671;73.20;1021
4672;64.19;896
4673;70.22;980
4674;27.33;379
4675;90.01;1134
4676;93.19;1156
4677;17.12;194
4678;93.1;1152
4679;01.61;33
4680;72.19;1012
4681;84.11.12;1068
4682;82.30;1060
4683;01.25.1;15
4684;46.71;693
4685;72.19;1012
4686;47.11;722
4687;85.41;1112
4688;72.19;1012
4689;64.19;896
4690;68.32;968
4691;10.39.1;111
4694;23.62;273
4695;70.22;980
4696;46.73.6;707
4697;19.20;205
4698;47.71.1;762
4699;49.39;794
4700;03.21;46
4701;62.01;880
4702;47.1;721
4703;17.21;196
4704;10.20;106
4705;80.10;1052
4706;94.12;1164
4707;78.10;1044
4708;49.41;797
4709;70.22;980
4710;62.01;880
4711;47.30;741
4712;70.10;976
4713;46.90;720
4714;49.50.11;802
4715;28.93;426
4716;85.21;1108
4717;68.32.1;969
4718;46.71;693
4719;84.11.12;1068
4720;91.01;1140
4721;52.24.2;844
4722;28.11.23;390
4723;26.51.4;359
4724;07.29.41;76
4725;84.11.21;1071
4726;95.2;1173
4727;20.41;226
4728;47.91.2;777
4729;68.20;956
4730;55.1;850
4731;62.01;880
4732;52.23.1;839
4733;52.21.22;830
4734;64.99;908
4735;25.11;310
4736;05.20.11;61
4737;64.99.1;909
4738;84.11.21;1071
4739;84.11.11;1067
4741;68.3;959
4742;72.19;1012
4743;41.20;528
4744;85.42.9;1119
4745;08.91;84
4747;84.23.18;1095
4748;49.50.11;802
4749;20.14.6;214
4750;26.51;356
4751;52.24.2;844
4752;20.42;229
4753;86.90;1124
4754;84.11.21;1071
4755;46.21;607
4756;77.11;1031
4757;41.20;528
4758;71.12.3;990
4759;49.31.2;788
4760;69.10;972
4761;32.99.8;478
4762;43.91;554
4763;68.32;968
4764;52.24;842
4765;43.21;547
4766;85.21;1108
4767;46.71;693
4768;20.30.1;223
4769;41.20;528
4770;90.04;1136
4771;50.20;807
4772;46.73;702
4773;45.11.2;565
4774;64.20;897
4775;68.10.1;951
4776;72.19;1012
4777;86.10;1121
4778;05.10.15;57
4779;46.33.1;622
4780;71.12.1;985
4781;81.29.9;1057
4782;85.14;1107
4783;84.11.35;1078
4784;49.50.3;805
4786;31.09;469
4787;63.11;887
4788;10.85;143
4790;68.32.1;969
4791;84.11.21;1071
4792;71.12;984
4793;46.51;672
4794;52.29;845
4795;64.20;897
4796;64.91;900
4797;72.19;1012
4798;16.10;181
4799;72.19;1012
4800;90.04.3;1139
4802;11.07.2;162
4803;70.22;980
4804;41.20;528
4805;26.51.6;361
4806;82.30;1060
4807;45.1;562
4809;17.22;197
4810;41.20;528
4811;71.2;1002
4812;46.72;697
4813;85.21;1108
4814;62.01;880
4815;49.31;785
4816;85.14;1107
4817;64.19;896
4818;46.39.1;644
4819;20.30;222
4820;72.19;1012
4821;30.20.9;452
4822;16.23.1;190
4823;08.99.23;86
4825;01.6;32
4826;64.20;897
4827;84.11.21;1071
4828;46.72;697
4829;84.11.12;1068
4831;46.75.2;714
4832;25.40;320
4833;41.20;528
4834;05.10.1;52
4835;46.3;613
4836;68.20;956
4837;85.21;1108
4838;72.19;1012
4839;84.11.21;1071
4840;11.07.2;162
4842;88.99;1132
4843;25.61;323
4844;07.29.41;76
4845;94.20;1166
4846;84.11.11;1067
4847;01.11.1;2
4848;10.13;99
4849;28.99.9;428
4850;18.12;201
4851;32.50;475
4852;46.46;661
4853;70.22;980
4854;71.12.5;995
4855;90.04.1;1137
4856;41.20;528
4857;23.41;263
4858;06.10.1;64
4859;35.12;493
4860;62.0;879
4861;84.11.21;1071
4862;20.13;210
4863;01.47;25
4864;73.20.1;1022
4865;22.19.3;245
4866;19.20;205
4867;68.20;956
4868;84.23.32;1097
4869;22.22;248
4870;19.20;205
4871;25.62;324
4872;62.02;881
4873;58.13;862
4874;27.11.1;372
4875;71.12;984
4876;08.99.23;86
4877;84.11.12;1068
4878;72.19;1012
4879;85.13;1106
4880;68.20.2;957
4881;41.20;528
4882;62.01;880
4883;84.11.21;1071
4884;38.12;517
4885;52.29;845
4886;25.93.1;330
4887;91.02;1141
4888;35.30.3;507
4889;94.20;1166
4890;46.90;720
4891;84.23.18;1095
4892;62.09;885
4893;69.10;972
4894;46.90;720
4895;85.23;1110
4896;64.99.3;913
4897;85.22;1109
4898;84.11.3;1074
4899;68.20;956
4900;21.20.1;240
4901;84.23.18;1095
4902;42.13;531
4903;09.10.1;90
4904;35.14;496
4905;46.72;697
4906;64.19;896
4907;06.10.1;64
4908;41.20;528
4909;93.11;1153
4910;70.10.2;978
4911;58.13;862
4912;84.11.21;1071
4913;28.41.1;419
4914;52.23.11;840
4915;64.99;908
4916;84.11.21;1071
4917;36.00;511
4918;46.46;661
4919;63.11.1;888
4920;10.41.5;116
4921;29.10.5;435
4922;23.51;268
4923;84.11.21;1071
4925;47.1;721
4927;35.22.11;500
4928;06.10.1;64
4929;46.69;684
4930;10.51;119
4931;25.11;310
4932;70.22;980
4933;52.10;818
4934;94.20;1166
4935;47.19;726
4936;46.31;614
4937;84.11.1;1066
4938;35.30.14;505
4939;45.11;563
4940;20.13;210
4941;43.21;547
4942;84.11.11;1067
4943;68.20.2;957
4944;29.10.5;435
4946;52.24;842
4947;21.20.1;240
4948;27.51;381
4949;94.12;1164
4950;26.51.7;362
4951;42.99;539
4952;29.10.3;433
4953;61.1;872
4954;77.39.2;1040
4955;52.29;845
4957;64.19;896
4958;46.21.11;608
4959;29.10.5;435
4960;68.20.2;957
4961;49.4;796
4962;69.20;973
4963;84.11.21;1071
4964;20.14.7;215
4965;72.19;1012
4966;20.30;222
4967;23.63;274
4968;71.20.8;1009
4969;68.10.1;951
4970;43.99;555
4971;85.11;1104
4972;47.19;726
4973;46.63;681
4974;85.22;1109
4975;28.12;391
4976;64.99;908
4977;21.20;239
4978;41.20;528
4979;85.22;1109
4980;30.30.3;458
4982;46.51;672
4983;28.22;400
4984;62.01;880
4985;52.10.21;819
4986;73.12;1020
4987;86.10;1121
4988;64.92.1;903
4989;72.19;1012
4990;46.71;693
4991;64.19;896
4992;85.22;1109
4993;58;859
4994;46.71.2;695
4995;01.42.11;21
4998;47.9;775
4999;19.10;203
5000;26.20;344
5001;28.9;422
5002;85.21;1108
5003;68.20.2;957
5004;23.51;268
5005;72.19;1012
5006;52.23.11;840
5007;72.19;1012
5008;46.69.9;691
5010;28.25;405
5011;46.46;661
5012;30.30.11;455
5013;45.11.2;565
5014;84.11.11;1067
5015;52.21;825
5016;32.50;475
5017;46.72.21;700
5018;29.10.5;435
5019;10.82.2;140
5020;46.36;631
5021;52.23.19;841
5022;46.61.1;678
5023;70.22;980
5024;88.99;1132
5025;84.11.3;1074
5026;82.30;1060
5027;70.10.2;978
5028;64.99;908
5029;72.19;1012
5030;28.24;404
5031;46.73;702
5032;62.02;881
5033;10.20;106
5034;72.19;1012
5036;10.42;117
5037;49.41;797
5038;16.21;185
5039;94.99;1170
5040;69.20;973
5041;10.8;135
5042;01.47;25
5043;28.92;424
5044;10.5;118
5045;26.20;344
5046;64.19;896
5047;20.15;216
5048;20.14.7;215
5049;46.45;659
5050;82.30;1060
5051;27.11.1;372
5052;24.10.6;290
5053;94.99;1170
5054;84.11.22;1072
5055;73.11;1019
5056;85.22;1109
5057;70.22;980
5058;91.02;1141
5059;66.19.7;939
5060;43.11;540
5061;72.19;1012
5062;62.01;880
5063;47.2;728
5064;73.11;1019
5065;47.91;776
5066;86.23;1123
5067;42.11;529
5068;08.11;80
5069;84.23.18;1095
5071;77.35;1036
5072;63.11;887
5073;68.32;968
5074;51.10;812
5075;35.12;493
5077;64.20;897
5078;64.19;896
5079;88.99;1132
5080;41.20;528
5081;42.11;529
5082;46.73;702
5083;46.21;607
5084;63.91;891
5085;28.14;395
5086;49.39;794
5088;86.90.4;1126
5090;71.12.62;999
5091;28.91;423
5092;73.20;1021
5093;25.93.1;330
5094;46.33;621
5095;52.23.11;840
5096;64.20;897
5097;01.41;18
5098;69.10;972
5099;70.22;980
5101;72.20.1;1016
5102;66.19;934
5103;80.10.2;1053
5104;18.11;200
5105;05.10.2;59
5106;93.19;1156
5107;10.31;108
5108;68.2;955
5109;41.20;528
5110;29.32;439
5111;72.19;1012
5112;70.10.2;978
5113;42.12;530
5114;94.12;1164
5115;09.10.9;92
5116;46.71;693
5117;46.69;684
5118;70.10.2;978
5119;46.75;712
5120;77.39;1037
5121;94.11;1163
5122;35.30.14;505
5123;68.31.11;962
5124;52.10;818
5125;84.11.21;1071
5126;41.20;528
5127;85.21;1108
5128;52.24;842
5129;30.11;442
5130;46.71.2;695
5131;01.1;0
5132;70.22;980
5133;94.99;1170
5134;85.21;1108
5135;60.20;871
5136;20.51;230
5137;71.1;981
5138;46.90;720
5139;30.20;445
5140;58.13;862
5141;84.11.12;1068
5142;72.20;1015
5143;64.20;897
5144;49.4;796
5145;41.20;528
5146;84.11.21;1071
5147;85.41;1112
5148;46.69.9;691
5149;72.19;1012
5150;06.10.1;64
5151;10.13.6;104
5152;49.20;783
5153;68.32.1;969
5154;46.46.1;662
5155;84.11.3;1074
5156;68.20.2;957
5157;70.22;980
5158;66.30;945
5159;81.10;1054
5161;42.11;529
5162;46.42.11;650
5163;46.90;720
5165;42.21;532
5166;68.20.2;957
5167;85.22;1109
5168;10.20;106
5169;55.10;851
5170;28.11;386
5171;84.11.3;1074
5172;84.11.21;1071
5173;22.21;247
5174;85.14;1107
5175;84.11.22;1072
5176;84.11.3;1074
5178;90.01;1134
5179;06.20;65
5181;01.11.1;2
5182;47.43;745
5183;09.10;89
5184;10.13.1;100
5185;85.22;1109
5186;68.32.1;969
5187;70.22;980
5188;85.22;1109
5189;28.92;424
5190;47.1;721
5191;10.11;95
5192;70.22;980
5193;85.22;1109
5194;42.11;529
5195;84.25.9;1102
5196;46.21.12;609
5197;63.11.1;888
5198;41.20;528
5199;41.20;528
5201;82.30;1060
5202;59.11;866
5203;64.9;899
5204;84.11.3;1074
5206;94.11;1163
5207;84.11.11;1067
5208;85.22;1109
5209;72.19;1012
5211;70.22;980
5212;68.32;968
5213;16.21;185
5214;49.41;797
5215;10.84;142
5216;85.22;1109
5217;86;1120
5218;72.20;1015
5219;20.59.5;234
5220;11.02;156
5221;85.21;1108
5222;52.29;845
5223;20.11;208
5224;94.99;1170
5225;70.22;980
5226;84.11.21;1071
5227;10.13;99
5228;38.32.5;523
5229;10.13;99
5230;66.12;930
5231;20.15;216
5232;70.10.1;977
5233;24.20;293
5234;82.30;1060
5235;84.11.21;1071
5236;84.11.21;1071
5238;84.11.3;1074
5239;46.21;607
5240;68.20.2;957
5241;52.10.9;823
5242;63.11.1;888
5243;84.11.21;1071
5245;10.51;119
5246;35.30.14;505
5247;63.11.1;888
5248;03.22;49
5249;82.99;1063
5250;72.19;1012
5251;84.23.13;1093
5252;84.11.3;1074
5253;49.31.23;791
5254;41.20;528
5255;70.22;980
5256;27.90;383
5257;46.38.1;637
5258;46.47.2;665
5259;23.61;271
5260;41.20;528
5261;10.71;131
5262;41.20;528
5263;01.11.1;2
5264;85.42;1116
5265;71.12.3;990
5266;41.20;528
5267;64.99.3;913
5268;93.19;1156
5269;52.29;845
5270;84.11.21;1071
5271;49.31.2;788
5272;69.10;972
5273;84.11.21;1071
5274;35.30;502
5275;56.29;857
5276;35.30;502
5277;66.30.1;946
5278;84.11.22;1072
5279;43.29;549
5280;84.11.21;1071
5281;33.12;480
5282;12.00;163
5283;84.12;1085
5284;46.38;636
5285;28.92;424
5286;85.22;1109
5287;72.19;1012
5288;46.69.5;689
5289;28.13;394
5290;52.21.24;832
5291;52.29;845
5292;64.20;897
5293;70.10;976
5294;27.12;373
5295;64.19;896
5296;52.29;845
5297;85.22;1109
5298;70.22;980
5300;22.21;247
5301;35.22;499
5302;64.99.3;913
5303;65.11;918
5304;29.32.3;440
5305;85.22;1109
5306;10.1;94
5308;84.11.13;1069
5309;72.19;1012
5310;06.20;65
5311;46.46;661
5312;94.12;1164
5313;05.10.13;55
5314;01.4;17
5315;26.20.4;345
5316;21.1;237
5317;52.29;845
5318;62.01;880
5319;46.46.2;663
5320;06.10.1;64
5321;68.32;968
5322;69;971
5323;10.20;106
5325;84.11.21;1071
5326;10.32;109
5327;21.1;237
5328;49.1;780
5329;64.9;899
5330;26.30.17;350
5331;69.10;972
5332;84.11.13;1069
5333;86.10;1121
5334;93.19;1156
5335;46.38;636
5336;74.90;1025
5337;64.20;897
5338;68.20.2;957
5339;68.20;956
5341;16.10;181
5342;20.14;211
5343;68.20.2;957
5344;20.59;231
5346;46.73;702
5347;85.21;1108
5348;46.90;720
5350;95.21;1174
5351;93.19;1156
5352;47.11;722
5353;30.30.5;462
5354;24.10.4;288
5355;49.4;796
5356;70.22;980
5357;01.41;18
5358;85.21;1108
5360;47.11;722
5361;94.11;1163
5362;64.99;908
5363;01.41;18
5364;52.24.2;844
5366;20.59;231
5367;85.22;1109
5368;24.10.12;285
5370;42.12;530
5372;28.13;394
5373;46.90;720
5374;43.29;549
5375;93.11;1153
5376;52.23.11;840
5377;05.10.13;55
5378;43.99;555
5380;16.21;185
5381;47.5;746
5382;46.71;693
5383;84.11.21;1071
5384;10.72;133
5385;33.12;480
5386;84.13;1086
5387;74.90;1025
5388;84.11.8;1084
5389;28.12;391
5390;90.01;1134
5392;42.11;529
5393;64.91;900
5394;85.41;1112
5396;49.4;796
5397;26.11.1;338
5398;46.90;720
5399;24.34;297
5400;85.11;1104
5401;10.11.1;96
5402;41.2;527
5404;43.2;546
5405;20.42;229
5406;10.71;131
5407;46.90;720
5408;71.12;984
5409;35.11.4;492
5410;28.12.1;392
5411;64.19;896
5412;90.01;1134
5413;28.11.1;387
5414;88.99;1132
5415;72.19;1012
5416;47.11;722
5417;58.13;862
5419;84.23.18;1095
5420;46.17;598
5421;25.40;320
5422;56.29;857
5423;46.73.5;706
5424;01.11.1;2
5425;20.59.1;232
5426;64.19;896
5427;68.2;955
5428;68.20.2;957
5430;25.62;324
5431;26.51;356
5432;22.23;249
5434;05.10.2;59
5435;28.91;423
5436;72.20.1;1016
5437;41.20;528
5438;23.19.9;258
5440;62.01;880
5441;71.12.61;998
5442;71.20.61;1008
5443;47.71;761
5444;58.13;862
5445;70.10.2;978
5446;69.20;973
5447;84.11.21;1071
5448;29.32;439
5449;62.01;880
5450;66.12.2;932
5451;66.12;930
5452;01.11.1;2
5453;01.47;25
5454;85.21;1108
5455;70.22;980
5457;52.29;845
5459;68.20.2;957
5460;94.12;1164
5461;46.32.1;619
5462;70.22;980
5463;22.29;250
5464;64.92;902
5465;62.01;880
5466;33.12;480
5467;29.32;439
5468;10.13.1;100
5469;41.20;528
5470;29.20;436
5471;85.21;1108
5472;88.10;1131
5473;19.20;205
5474;62.01;880
5475;52.29;845
5478;20.4;225
5479;49.4;796
5480;70.22;980
5481;72.1;1011
5482;43.12.4;544
5483;46.21;607
5484;73.11;1019
5485;72.19;1012
5486;93.19;1156
5487;23.43;265
5488;10.41;114
5489;94.92;1169
5490;27.11;371
5491;71.12.53;996
5492;24.45;302
5493;49.31.21;789
5494;11.02;156
5495;43.99.7;560
5496;84.23.13;1093
5497;62.01;880
5498;64.9;899
5499;28.92;424
5500;24.44;301
5501;64.19;896
5502;64.19;896
5503;46.35;630
5504;68.20;956
5505;30.11;442
5506;55.10;851
5507;43.31;551
5508;85.13;1106
5509;85.22;1109
5510;18.12;201
5512;85.22;1109
5513;46.90;720
5514;10.72;133
5516;41.20;528
5517;70.22;980
5518;25.11;310
5520;72.1;1011
5521;52.24;842
5522;25.12;311
5523;24.44;301
5524;77.39.12;1039
5525;75.00;1030
5526;47.11;722
5527;21.20.1;240
5528;94.11;1163
5529;49.41;797
5530;15.11;178
5531;41.20;528
5532;51.10.1;813
5533;70.10.1;977
5537;28.41.2;420
5538;46.63;681
5539;47.52.6;750
5540;68.32;968
5542;84.23.18;1095
5543;25.11;310
5544;62.01;880
5545;93.11;1153
5546;94.99;1170
5547;68.20;956
5548;85.22;1109
5549;64.91;900
5550;28.29.1;408
5551;87;1128
5552;86.10;1121
5553;28.14;395
5554;46.90;720
5555;71.12;984
5556;64.19;896
5557;85.22;1109
5558;46.72;697
5559;64.91;900
5560;42.22;533
5561;10.51;119
5562;85.14;1107
5563;85.11;1104
5564;16.2;184
5565;64.99;908
5566;10.13;99
5567;52.23.11;840
5568;84.11.12;1068
5569;72.1;1011
5570;20.12;209
5571;62.01;880
5572;73.11;1019
5574;49.42;800
5575;62.01;880
5576;64.99;908
5577;69.20;973
5578;10.12;98
5579;62.01;880
5580;09.10;89
5581;70.22;980
5582;62.01;880
5583;84.11.21;1071
5585;35.12;493
5586;06.10.1;64
5587;85.21;1108
5588;24.20;293
5589;92.13;1149
5590;20.59.5;234
5591;86.10;1121
5592;46.21;607
5594;70.22;980
5595;64.92;902
5596;35.30;502
5597;70.22;980
5599;85.41.9;1114
5600;84.11.3;1074
5601;64.99.1;909
5602;23.61;271
5604;29.10.5;435
5605;72.2;1014
5607;25.11;310
5608;41.20;528
5609;28.25.1;406
5610;35.30.1;503
5611;25.62;324
5612;52.29;845
5613;84.11;1065
5614;94.20;1166
5615;25.93.1;330
5616;22.23;249
5617;66.30.6;947
5618;94.99;1170
5619;41.20;528
5620;49.10.1;782
5621;19.10;203
5622;46.90;720
5623;84.11.3;1074
5624;41.10;526
5625;84.1;1064
5626;85.13;1106
5627;35.12;493
5628;58.13;862
5629;70.22;980
5630;52.21.24;832
5631;84.23.13;1093
5632;70.22;980
5633;45.11;563
5634;46.46.1;662
5637;05.10.13;55
5638;22.21;247
5639;52.21.21;829
5640;41.20;528
5641;73.20;1021
5642;72.19;1012
5643;46.73;702
5644;43.31;551
5645;36.00;511
5647;84.11.21;1071
5648;25.40;320
5649;62.01;880
5650;94.12;1164
5651;35.12;493
5652;45.31;578
5653;19.20;205
5654;20.16;219
5655;64.19;896
5656;85.41;1112
5657;22.22;248
5658;46.90;720
5659;10.72;133
5660;71.12.3;990
5661;42.11;529
5662;93.19;1156
5664;91.02;1141
5665;20.14;211
5666;05.10.2;59
5668;20.16;219
5669;26.20;344
5670;68.32.1;969
5671;43.21;547
5672;94.12;1164
5673;61.30;878
5674;94.92;1169
5675;84.11.21;1071
5677;41.2;527
5678;68.20.2;957
5679;46.19;605
5680;68.32;968
5681;68.32.1;969
5682;64.99.1;909
5683;35.30.14;505
5684;10.41;114
5686;43.99;555
5687;84.11.4;1080
5688;71.11.1;983
5689;85.22;1109
5690;93.19;1156
5691;22.23;249
5692;84.11.3;1074
5693;69.20.1;974
5694;47.77.2;767
5695;46.61;677
5696;68.32;968
5698;84.11.22;1072
5699;41.2;527
5700;73.20;1021
5701;68.32.1;969
5702;68.32;968
5703;85.21;1108
5704;52.21.24;832
5706;64.20;897
5708;60.20;871
5709;62.01;880
5710;52.29;845
5711;49.10.1;782
5712;46.77;718
5713;28.13;394
5714;71.11;982
5715;72.19;1012
5716;33.12;480
5717;42.11;529
5718;46.69;684
5720;85.22;1109
5721;72.19;1012
5722;01.61;33
5723;28.30.2;413
5724;23.70.3;275
5725;88.99;1132
5726;84.11.11;1067
5727;61.10.1;874
5728;27.32;378
5729;85.21;1108
5730;28.12.2;393
5731;15.11;178
5732;27.12;373
5734;84.30;1103
5735;84.11.12;1068
5736;25.29;314
5737;68.32;968
5738;46.66;683
5739;47.91.2;777
5741;94.20;1166
5742;62.01;880
5743;01.62;34
5744;85.13;1106
5745;60.20;871
5746;84.11.4;1080
5747;35.30.4;508
5749;84.11.21;1071
5750;84.11.7;1083
5751;06.10.1;64
5752;27.11;371
5753;84.11.12;1068
5754;94.12;1164
5755;64.20;897
5756;52.29;845
5757;10.62.1;130
5758;94.12;1164
5759;46.46.1;662
5760;26.20;344
5761;46.12;585
5762;35.11;488
5763;27.12;373
5764;73.1;1018
5765;66.30.1;946
5767;68.31.1;961
5768;68.20.2;957
5769;47.65;759
5770;69.10;972
5771;64.99.12;911
5772;58;859
5773;46.73.1;703
5774;10.71;131
